400	HOMONYMS	Near or a purchase	by (buy)
600	HOMONYMS	A fixed look, or Ginger Rogers' partner	a stare (Astaire)
1000	HOMONYMS	Didn't see the fog	missed (mist)
1000	HOMONYMS	Where ships dock or what a jury consists of	piers (peers)
200	TV TRIVIA	Last season, this series mourned the loss of Sgt. Esterhaus	Hill Street Blues
400	TV TRIVIA	He went from the Ponderosa to the prairie	Michael Landon
600	TV TRIVIA	In 1970 he had a "Goodtime Hour\"	Glen Campbell
800	TV TRIVIA	Jackie Gleason show that rejected titles "The Lovers" & "The Couple Next Door\"	The Honeymooners
1000	TV TRIVIA	In court, he'd always make mincemeat of Hamilton Burger	Perry Mason
0	U.S. PRESIDENTS	Adventurous 26th president, he was 1st to ride in an automobile & an airplane	Theodore Roosevelt
100	GAY '90S	By '97 they had air-filled rubber tires, coaster brakes & adjustable handlebars	bicycles
200	GAY '90S	It sank in Havana Harbor & set off a war	the Maine
300	GAY '90S	On March 18, 1891, this mode of communication was inaugurated between London & Paris	the telephone
100	POTENT POTABLES	In 1935 Kreuger's Cream Ale was the first beer sold in these	cans
200	POTENT POTABLES	Never swallowing, they sip, swish, gargle, then spit out what they sample	what wine tasters do
300	POTENT POTABLES	This 19th century Philadelphia distiller's name became slang for liquor	Booze
400	POTENT POTABLES	Derived from Hindu word for "5", describing number of ingredients mixed in a large bowl	punch
500	POTENT POTABLES	C2H5OH	the formula for alcohol
100	STATES IN SONG	It's where I came from with a banjo on my knee	Alabama
200	STATES IN SONG	According to Beach Boys' hit, state with the cutest girls in the world	California
300	STATES IN SONG	State where you'd find Elvis' rain & Diamond's woman	Kentucky
400	STATES IN SONG	The alternate lyrics to "I've Been Working On The Railroad\"	\"The Eyes Of Texas\"
500	STATES IN SONG	Patti Page hit that is official song of a southern state	\"The Tennessee Waltz\"
100	OLD TESTAMENT	Delilah gave him a real trimming	Samson
200	OLD TESTAMENT	In Hebrew its name means "Sea of Reeds\"	the Red Sea
300	OLD TESTAMENT	Through sons Isaac & Ishmael both Jews & Arabs descend from him	Abraham
400	OLD TESTAMENT	The name "Palestine" comes from these Biblical enemies of Israel	the Philistines
500	OLD TESTAMENT	Sorrowful O.T. prophet, his name now refers to predictors of doom	Jeremiah
100	HOLIDAYS	Italian-American's have made this their equivalent of St. Patrick's Day	Columbus Day
200	HOLIDAYS	Though we "love" his "day", he's been taken off calendar of saints	St. Valentine
300	HOLIDAYS	The eve of All Saints' Day	Halloween
400	HOLIDAYS	In colonial Massachusetts, Puritans made this Christian holiday illegal	Christmas
500	HOLIDAYS	Several Southern states celebrate his June 3rd birthday instead of Lincoln's	Jefferson Davis
100	STARTS WITH "Q\"	Klugman's coroner	Quincy
200	STARTS WITH "Q\"	Hugo's hunchback	Quasimodo
300	STARTS WITH "Q\"	\"To be or not to be\"	the question
400	STARTS WITH "Q\"	Oldest city in Canada	Quebec
500	STARTS WITH "Q\"	Popular name of the Religious Society of Friends	the Quakers
200	U.S. HISTORY	In '63, 200,000 Washington marchers heard him say, "I have a dream\"	Martin Luther King, Jr.
400	U.S. HISTORY	The last occasion Congress declared war on any country	World War II
800	U.S. HISTORY	Only state carried by George McGovern in '72 election	Massachusetts
1000	U.S. HISTORY	Justice Hugo Black, a leading supporter of school desegregation, was once member of this group	the KKK
200	SHAKESPEARE	Shakespeare's only comedy with "comedy" in the title	Comedy of Errors
400	SHAKESPEARE	In it, Puck comments: "Lord, what fools these mortals be!\"	A Midsummer Night's Dream
600	SHAKESPEARE	What Shylock demanded instead of interest	a pound of flesh
800	SHAKESPEARE	Completes the line "If music be the food of love...\"	play on
1000	SHAKESPEARE	Hamlet's closest friend, only major character left alive at play's end	Horatio
1000	MUSICAL INSTRUMENTS	Plucked instrument brought to U.S. by slaves, now a fixture in bluegrass	the banjo
200	HOMONYMS	Dave Garroway's sign-off, or a slice of cake	peace (piece)
400	HOMONYMS	What Oliver Twist wanted, or Susan Anton's diminutive date	more (Moore)
600	HOMONYMS	Olympic swimmer, or what a tobacco chewer does into a spittoon	Spitz (spits)
800	HOMONYMS	Expensive onion, or what happens when there's a hole in the bucket	leek (leak)
1000	HOMONYMS	A peasant, or where you hang 10	serf (surf)
800	LANDMARKS	Only 1 of the 7 wonders of the ancient world still standing	the Great Pyramid
600	LANDMARKS	Though unmarried & childless, he lives in the world's largest residential palace	the Pope
200	TV TRIVIA	Every week this comedienne was "so glad we had this time together\"	Carol Burnett
400	TV TRIVIA	Richard Carlson "led" this number of lives as a communist counterspy & FBI agent	3
600	TV TRIVIA	Lucy & Desi's TV production company	Desilu
800	TV TRIVIA	Series which pitted "CONTROL" against "KAOS\"	Get Smart
1000	TV TRIVIA	Crooner who was 1st offered role of "Columbo" but turned it down because he didn't need the money	Bing Crosby
0	TITLED HEADS	N.Y. financier Al Grimaldi is next in line for throne of this Mediterranean principality	Monaco
100	WORLD CAPITALS	Costa Rican capital people might know the way to	San Jose
200	WORLD CAPITALS	It's divided into the Kanda, Marunoucki, Asakusa & Ginza districts	Tokyo
300	WORLD CAPITALS	Home to NATO & little green sprouts	Brussels
400	WORLD CAPITALS	This capital's street signs are in English, Arabic & Hebrew	Jerusalem
500	WORLD CAPITALS	If the other twin had founded it, it might have been called "Reme\"	Rome
100	FOODS	Southern specialty & America's favorite main dish	southern fried chicken
200	FOODS	Deli delight, from Yiddish for Ring	a bagel
300	FOODS	Pickle men, not doctors, do this for bacon & ham	cure
500	FOODS	East Indians who never ask "Where's the beef?\"	Hindus
100	SPORTS	Sport which uses epees, foils & sabres	fencing
200	SPORTS	Name given to annual competition among U.S. amateur boxers	the Golden Gloves
300	SPORTS	Number of downs allowed in Canadian football to advance the ball 10 yards	3
300	SPORTS	Because of WWII, these 2 NFL teams combined squads in '43 to become the "Stegles\"	the Steelers and Eagles
500	SPORTS	Ex-Boston Celtics' star who has refused induction into Basketball Hall of Fame	Bill Russell
100	INVENTIONS	He invented the Franklin stove	Ben Franklin
200	INVENTIONS	Detection of gamma rays was 1 of the uses for this 1947 instant picture taker	a Polaroid-Land camera
300	INVENTIONS	2,160 people at a time could ride on this at the 1893 Chicago World's Fair	a Ferris wheel
400	INVENTIONS	Edison suggested it be used to record phone calls & make clocks talk	the phonograph
500	INVENTIONS	The first patent pool was for this invention by Howe, Hunt & Singer	the sewing machine
100	MAMMALS	Romans called this African beast a "tiger horse\"	a zebra
200	MAMMALS	The only flying mammal	a bat
300	MAMMALS	A black panther is really the black version of this cat	a leopard
400	MAMMALS	Plays dead to escape predators, but one was close friends with an alligator	an opossum
500	MAMMALS	Weighing 1½ tons per foot, this mammal generates up to 500 H.P. with its tail	the blue whale
100	BEGINS WITH "L\"	Erich Segal's "story\"	Love Story
200	BEGINS WITH "L\"	An air bubble tells a carpenter if he's on it	a level
300	BEGINS WITH "L\"	The L in L.P.G.A.	Ladies\'
400	BEGINS WITH "L\"	A, B, M, P, or Z, for example	letters
500	BEGINS WITH "L\"	It's what bread has & matzo hasn't	leaven
200	U.S. STATES	Its Mormon founders called it Deseret	Utah
400	U.S. STATES	The only state beginning with "A" that does not end in "A\"	Arkansas
600	U.S. STATES	The only state to touch 4 of the Great Lakes	Michigan
800	U.S. STATES	1 of 4 states that's officially a commonwealth	(1 of) Massachusetts, Kentucky, Pennsylvania, Virginia
200	5-LETTER WORDS	Used by a carpenter, a master sergeant, & a dentist	a drill
400	5-LETTER WORDS	A lady's handbag or something done to lips before a kiss	purse
600	5-LETTER WORDS	A police wagon, a rice field, or author Chayefsky	\"paddy"s
800	5-LETTER WORDS	To Hamlet, "Frailty, thy name is" this	woman
1000	5-LETTER WORDS	In Czech, it's herec; in German, schauspieler; & in Hollywood, usually unemployed	an actor
200	MUSIC	4th note of the musical scale or "a long, long way to run\"	fa
400	MUSIC	Piano style sprung from the blues, it describes Bette's "Bugle Boy\"	boogie-woogie
600	MUSIC	Tyrolean trick of moving the voice from natural to falsetto	yodeling
1000	MUSIC	Italian for "first lady", the leading opera singer in a company	a prima donna
200	LAW	A second prosecution for the same offense, or this round	double jeopardy
800	LAW	To avoid litigation, this type of insurance or divorce avoids affixing blame	no-fault
1000	LAW	While a summons asks nicely, this demands your appearance in court	a subpoena
200	WEATHER	Condition associated with London & pea soup	fog
400	WEATHER	Mt. Waialeale in Hawaii gets the most, while Calama, Chile, usually gets none	rain
600	WEATHER	Its winds can reach 400 MPH	a tornado
800	WEATHER	Some hygrometers use a human hair to measure this	(relative) humidity
1000	WEATHER	Region near Equator that took the wind out of Sinbad's sails	the doldrums
200	MOVIE TRIVIA	Actress who spoke the immortal line, "Love is never having to say you're sorry\"	Ali MacGraw
400	MOVIE TRIVIA	Mary Poppins' magical, musical tongue-twister	supercalifragilisticexpialidocious
600	MOVIE TRIVIA	Actor who captained "the mean machine" in "The Longest Yard\"	Burt Reynolds
800	MOVIE TRIVIA	Movie whose sequel was "Class of '44\"	The Summer of '42
1000	MOVIE TRIVIA	This gimmick introduced for the film "Scent of Mystery" was something to be sniffed at	Smell-O-Vision
0	RIVERS	It carries more water than the longest rivers in Asia, Africa & No. America combined	the Amazon
100	ISLANDS	Owned by tiny Denmark, it's the world's largest island	Greenland
200	ISLANDS	New York's largest, it has more people than 41 of our 50 states	Long Island
300	ISLANDS	Until 1949 a Dutch colony, now the world's most populous island nation	Indonesia
400	ISLANDS	Made up of over 7,000 islands, only Far East country with a Roman Catholic majority	the Philippines
100	SILLY SONGS	To treat it "you're gonna need an ocean of calamine lotion\"	poison ivy
200	SILLY SONGS	\"She was afraid to come out of the water" because she wore this scanty outfit	an itsy bitsy teenie weenie yellow polka-dot bikini
400	SILLY SONGS	Herman's Hermits' song about widow whose 8 husbands all had the same name	\"Henry the Eighth\"
500	SILLY SONGS	According to Ray Stevens, "He swings through the trees without a trapeze in his B.V.D.'s\"	Gitarzan
100	MONEY	Currency where you'll find Lincoln's name on front & back	the five-dollar bill
200	MONEY	4 little words carried on all U.S. currency	In God We Trust
300	MONEY	Replaced Adams in the presidency & the Indian on the nickel	Thomas Jefferson
400	MONEY	The only U.S. coin with the Presidential Seal	the fifty-cent piece (the Kennedy half-dollar)
100	1968	South-of-the-border setting of the '68 Olympics	Mexico City
200	1968	First visual effects Oscar went to Kubrick's look 33 years into the future	2001: A Space Odyssey
300	1968	Camelot "ended" when Jackie married him	Aristotle Onassis
400	1968	He broke S. Africa's race barrier by transplanting black man's heart into white body	Christiaan Barnard
500	1968	After 11 months in captivity, crew of this ship was released by N. Koreans	the Pueblo
100	TRIVIA	Rubber is an ingredient in this type of chewing gum	bubble gum
200	TRIVIA	Easter creature created by Gene Autry in '55 hit record	Peter Cottontail
300	TRIVIA	Though a northern state, N.J. didn't abolish it until 1860	slavery
400	TRIVIA	U.S. coin 97.6% zinc	the penny
500	TRIVIA	Ohio City named for an ancestor of the 24th president	Cleveland
200	BRITISH HISTORY	Though historians debate it, she's called "The Virgin Queen\"	Elizabeth I
2000	BRITISH HISTORY	Of Henry VIII's six wives, the number that lost their heads over him	2
200	INVENTIONS	\"The mother of invention\"	necessity
400	INVENTIONS	Country credited with invention of pasta, porcelain, & paper	China
600	INVENTIONS	Tissue originally used as a WWI gas filter, but now literally something to sneeze at	Kleenex
800	INVENTIONS	1st developed for the blind, they've become the most widely used business machine	the typewriter
1000	INVENTIONS	Printing press inventor associated with the world's most valuable book	Gutenberg
200	WOMEN AUTHORS	Judith Krantz "princess" who reigned in novel & mini-series	Princess Daisy
400	WOMEN AUTHORS	Playwright Edward Albee asked "Who's afraid of" this respected British novelist	Virginia Woolf
600	WOMEN AUTHORS	Colleen McCullough's Australian saga	The Thorn Birds
800	WOMEN AUTHORS	Author, columnist, & TV wit who said, "Housework, if you do it right, can kill you\"	Erma Bombeck
1000	WOMEN AUTHORS	Long-time companion of Dashiell Hammett, she was played in "Julia" by Jane Fonda	Lillian Hellman
200	BASEBALL	A 1939 college baseball game was the first sports event shown on this medium	television
400	BASEBALL	The Metropolitan Museum of Art has 200,000 of them	baseball trading cards
2000	BASEBALL	1 of 3 Major League Baseball teams with state rather than city names	(1 of) California Angels, Texas Rangers, Minnesota Twins
800	BASEBALL	Ironically, ex-con Ron LeFlore led the N.L. in these in 1980	stolen bases
1000	BASEBALL	To help their owner pay off gambling debts, the 1920 Red Sox sold him to the Yankees	Babe Ruth
200	SCULPTURE	His only signed work is the "Pieta" in the Vatican	Michelangelo
400	SCULPTURE	A gold statue of Prometheus towers over the ice rink of this N.Y.C. landmark	Rockefeller Center
600	SCULPTURE	\"Disarming" statue unearthed by peasant of Greek island of Melos in 1820	the Venus de Milo
800	SCULPTURE	The Berlin museum is home to the famous bust of this Egyptian queen	Nefertiti
1000	SCULPTURE	Though it represents a woman, his 5-story Chicago structure has been called a baboon	(Pablo) Picasso
200	\"NICK" NAMES	You can call me "merry" or you can call me "hairy" but you doesn't have to call me "Santa\"	Saint Nicholas (or Saint Nick)
400	\"NICK" NAMES	When John Wayne always arrived with the cavalry	in the nick of time
600	\"NICK" NAMES	Things are never "hoop" less for this Manhattan team	the New York Knicks
800	\"NICK" NAMES	He was Eddie Murphy's partner for 48 hours	Nick Nolte
1000	\"NICK" NAMES	Gambler who paid the "Brice" for marrying a famous Fanny	Nick Arnstein
0	THE SOLAR SYSTEM	Only 1 of 9 planets not named for a Greek or Roman mythological figure	the Earth
100	WORLD LEADERS	During '80s hostage crisis, dart boards bearing his face were a big seller	Ayatollah Khomeini
200	WORLD LEADERS	Britain's first female P.M., her popularity soared after Falklands war	Margaret Thatcher
300	WORLD LEADERS	Ronald Reagan was also president of this union	the Screen Actors Guild
400	WORLD LEADERS	D'Aubisson claimed Duarte fixed his election win in this country	El Salvador
500	WORLD LEADERS	Olympic pullout was ordered by this successor to Andropov	Chernenko
100	AUGUST	492 years ago on Aug. 3rd, he set sail across the Atlantic	Christopher Columbus
500	AUGUST	Russia, France & Germany entered WWI in August of this year	1914
100	SPORTS	Game where "dribbling" is "offensive\"	basketball
200	SPORTS	From early practice of pitcher facing west comes this baseball term for lefty	southpaw
300	SPORTS	Football's imaginary plane which neither team may cross until the ball is snapped	the line of scrimmage
400	SPORTS	World's fastest sport, free-fall speeds of 614 MPH have been recorded in this	skydiving
500	SPORTS	\'50s middleweight champ some say was pound-for-pound the best boxer ever	Sugar Ray Robinson
100	HOT MOVIES	Irwin Allen's tall tale that went up in smoke	The Towering Inferno
200	HOT MOVIES	Poitier & Steiger made sparks fly in this '67 Oscar winner	In the Heat of the Night
300	HOT MOVIES	The male stars tested their disguises for this '59 film by visiting studio ladies' room	Some Like it Hot
400	HOT MOVIES	Words were heated when Truffaut filmed this Bradbury novel	Fahrenheit 451
500	HOT MOVIES	1st movie that newlyweds Newman & Woodward made together	The Long, Hot Summer
100	TRIVIA	They "rush in where angels fear to tread\"	fools
200	TRIVIA	Some of the badges she can earn are: Horse Lover, Dabbler & Ms. Fix-it	a Girl Scout
400	TRIVIA	If the item is colored yellow & you use a red dye, the resulting color is this	orange
500	TRIVIA	Filing an IRS form 4868 gets you a 4-month extension from this date	April 15
200	THE 20TH CENTURY	Where Sally Ride took her famous ride	on the Space Shuttle
400	THE 20TH CENTURY	Time barrier shattered by runner Roger Bannister in 1954	the four-minute mile
1500	THE 20TH CENTURY	In Dec., 1941, Representative Jeannette Rankin cast the only dissenting vote on this issue	the declaration of war against Japan over Pearl Harbor
800	THE 20TH CENTURY	His masterpiece was painted as a protest against the bombing of the Spanish town "Guernica\"	Pablo Picasso
1000	THE 20TH CENTURY	In 1939, this scientist wrote FDR a letter explaining that an atomic bomb could be built	Albert Einstein
200	BROADWAY	She was "The Miracle Worker" for Patty Duke's Helen Keller	Anne Bancroft
400	BROADWAY	Lerner & Loewe's "One Brief Shining Moment" which ran from Dec. 3, '60 to Jan. 5, '63	Camelot
600	BROADWAY	His 1st stage hit was "I Remember Mama" but he's better remembered for shouting "Stella!\"	Marlon Brando
800	BROADWAY	Winner of Tony & Oscar for royal role he's been identified with since '51	Yul Brynner
1000	BROADWAY	Rogers & Hammerstein's "Away We Go" ran a record-breaking 2,248 performances under new name	Oklahoma!
200	TRAVEL	This necessary document cost $10 in 1980, but is now $35	a passport
400	TRAVEL	Non-sexist name for a stewardess	a flight attendant
600	TRAVEL	A vaccination is no longer required since this disease is eradicated	smallpox
800	TRAVEL	Tags for luggage headed for this airport appropriately read "LAX\"	Los Angeles (International)
1500	TRAVEL	Ship passengers are greeted & dunked by King Neptune 1st time they cross this	the Equator
200	AMERICAN INDIANS	Device Indians smoked as sign of friendship	a peace pipe
400	AMERICAN INDIANS	They symbolize family trees of N.W. Indians	totem poles
600	AMERICAN INDIANS	To keep Indians out, Dutch settlers built a wall across this New Amsterdam street	Wall Street
800	AMERICAN INDIANS	Runaway slaves used to hide with this tribe in Florida swamps	the Seminoles
200	MAMMALS	Alphabetically, it's #1	the aardvark
400	MAMMALS	Noel Coward song says only "mad" ones "go out in the midday sun\"	dogs
200	THE "PITS\"	Where Pirates steal bases	Pittsburgh
400	THE "PITS\"	Asphalt bog that tourists log in L.A.	the La Brea Tar Pits
600	THE "PITS\"	Poe's tale of torture in a Spanish castle	The Pit and the Pendulum
800	THE "PITS\"	Shaky lady of "Oh Susanna" fame	ZaSu Pitts
1000	THE "PITS\"	Both cyanide & laetrile are an extract of them	apricot pits
0	BUSINESS & INDUSTRY	Automaker that introduced the alternator, power steering & electric ignition	Chrysler
100	EDUCATION	Traditional color of the one-room schoolhouse	red
200	EDUCATION	First American home of higher education, it educated JFK	Harvard
300	EDUCATION	Brown v. Board of Education ruling outlawed this	segregated schools
400	EDUCATION	Brooke shields recently had her Triangle Club Revue debut at this Ivy League college	Princeton
500	EDUCATION	A progressive preschool program was named for this Italian woman	Maria Montessori
100	TRENDS	French crescent rolls now stuffed with everything from Spinach to chocolate	croissants
200	TRENDS	Inspired by Spielburg hit, these dolls come both cuddly & creepy	Gremlins
300	TRENDS	Sought-after Canadian board game that places mind over minutia	Trivial Pursuit
400	TRENDS	To use one, stick your floppy in your disk drive & boot	your computer
500	TRENDS	Swimwear that lets you tan all over without taking it all off	the unsuit
100	U.S. HISTORY	Planned under Eisenhower, invasion of this Caribbean island failed under Kennedy	Cuba
300	U.S. HISTORY	From 1836-45, this state was an independent country	Texas
400	U.S. HISTORY	In '34, LA gov. known as "Kingfish" proposed guaranteed income of $5,000 per family	Huey Long
500	U.S. HISTORY	Many consider his appointment as Chief Justice in 1801 most important appointment in U.S. history	John Marshall
200	THE COMICS	This bow-tied redhead's been going to Riverdale High for over 40 years	Archie Andrews
300	THE COMICS	Walt Kelly character who 1st said, "We ave met the enemy & he is us\"	Pogo
400	THE COMICS	Bratty bros. whose German name means both "hangover" & "the yowling of cats\"	the Katzenjammer Kids
500	THE COMICS	Peanuts' Schroeder celebrates it every December 16	Beethoven's birthday
300	THE HOME	Tuber that soaks up excess salt when added to your stew	the potato
100	WORLD SERIES	It took them 65 yrs. to win for Brooklyn,, only 2 to win for L.A.	the Dodgers
200	WORLD SERIES	5 home runs in '77 Series, 3 in 1 game, earned him nickname "Mr. October\"	Reggie Jackson
300	WORLD SERIES	Played in the most World Series (14), all for the Yankees, & is now their manager	Yogi Berra
400	WORLD SERIES	Team that threw Series in 1919 "Black Sox" scandal	the Chicago white Sox
500	WORLD SERIES	Though they'd never before finished higher than 9th, amazingly they won the '69 Series	the New york Mets
200	TYPES OF GOVERNMENT	State ruled by a king, queen or emperor	a monarchy
400	TYPES OF GOVERNMENT	From the Greek, it means "the people rule\"	a democracy
600	TYPES OF GOVERNMENT	According to Marx, under this system, government is supposed to wither away	communism
800	TYPES OF GOVERNMENT	The one who's in charge under anarchy	no one
1000	TYPES OF GOVERNMENT	In a theocracy, those thought to be his representatives rule	God
200	GEOGRAPHY	World's longest mountain chain, stretching 4,500 miles across South America	the Andes
400	GEOGRAPHY	1 of 3 countries with territory on 2 continents	(1 of) Turkey, Russia or Egypt
600	GEOGRAPHY	Direction you generally travel in sailing up the Nile	South
800	GEOGRAPHY	\"Mexican" region that' also contains parts of  Guatemala and nearly all of Belize	the Yucatan
1600	GEOGRAPHY	\"From the halls of Montezuma to the shores of Tripoli" refer to these 2 countries	Mexico & Libya
200	TV TRADEMARKS	Keeps a cool head thanks to his Mohawk hairdo	Mr. T
400	TV TRADEMARKS	Before he was grounded, Tattoo announced its arrival  every week	de plane
600	TV TRADEMARKS	Jim Rockford's beach home	mobile home or trailer
800	TV TRADEMARKS	his easy chair traveled from Queens to the Smithsonian	Archie Bunker
1000	TV TRADEMARKS	The loser of the week was the winner of Dick & Dan's digital appendage	the Fickle Finger of Fate Award
200	LITERATURE	She found things "curiouser & curiouser" in Wonderland	Alice
1000	LITERATURE	He gave us his cockeyed world in "My world & Welcome to It\"	Thurber
200	POTENT POTABLES	It makes a Black Russian "white\"	cream
400	POTENT POTABLES	A sprinkle of salt & slice of lime traditionally accompany it	tequilla
600	POTENT POTABLES	Cartoon critters who share their name with holiday rum & eggnog mix	Tom & Jerry
800	POTENT POTABLES	The liquid you use less of to make your martini dry	vermouth
1000	POTENT POTABLES	A wine's fragrance	bouquet
800	CHEMISTRY	World's cheapest metal, it's an essential element in the blood	iron
1000	CHEMISTRY	After oxygen, this element associated with computer chips is the most common in the earth's crust	silicon
0	MATHEMATICS	The number of zeros in 1 trillion	12
100	PRESIDENTS	He held office "4 score & 7 years" after founding of our country	Abraham Lincoln
200	PRESIDENTS	1st president to win Nobel Peace Prize, though he "carried a big stick\"	Theodore Roosevelt
300	PRESIDENTS	7 of our 1st 12 were from this state	Virginia
500	PRESIDENTS	The only 2 presidents born in Texas, they held office only 3 years apart	Lyndon Johnson & Dwight Eisenhower
500	PRESIDENTS	Portly president who set precedent by throwing out season's 1st ball	William Howard Taft
100	TELEVISION	Theodore Cleaver's nickname	Beaver
200	TELEVISION	Falk's famous fumbler	Columbo
300	TELEVISION	Series in which Ted Danson doesn't touch liquor, but fondles Shelley Long	Cheers
400	TELEVISION	ABC's "Iran Reports" led to creation of "Nightline" with him as host	Ted Koppel
500	TELEVISION	Paul Anka's been collecting royalties for this for over 5,700 nights	the Tonight Show theme
100	STARTS WITH "H\"	Hawaiian hip heaving	Hula
200	STARTS WITH "H\"	Half the earth	hemisphere
300	STARTS WITH "H\"	A football "conference", or to gather together for warmth	huddle
400	STARTS WITH "H\"	Bruce Banner's bulky bad side	the Hulk
500	STARTS WITH "H\"	The measure of a horse	hand
100	POTENT POTABLES	A dessert wine, or the left side of a ship	port
200	POTENT POTABLES	When water gets gassed	carbonation
300	POTENT POTABLES	Ancient Greek law made it illegal not to do this during festival of Dionysus	to get drunk
400	POTENT POTABLES	Its name comes from legend that first one was stirred with a rooster feather	cocktail
500	POTENT POTABLES	25.6 ounces	a fifth
100	BODIES OF WATER	Originally at Lewiston, NY, this falls has over the years moved 7 times upstream	Niagara Falls
200	BODIES OF WATER	While Thatcher looks over Parliament, Parliament looks over this	the Thames
300	BODIES OF WATER	The dam you need to make Lake Mead	Boulder/Hoover Dam
400	BODIES OF WATER	Only one of the 5 Great Lakes entirely in U.S.	Lake Michigan
500	BODIES OF WATER	You can bet on the banks of this California-Nevada lake	Lake Tahoe
400	PEOPLE	Baby Andrew Castiraghi's royal mom & Princess Stephanie's sister	Princess Caroline
500	PEOPLE	Type of fiction penned by presidential offspring M. Truman & E. Roosevelt	mystery books
800	AMERICAN INDIANS	He, not Sitting Bull, led the Indians at Custer's Last Stand	Chief Crazy Horse
1000	AMERICAN INDIANS	Numbering some 140,000, this Southwest tribe is America's largest	Navajo
1000	CHEMISTRY	\"Plumbum" in Latin, Ancient Rome's plumbing was made of this heavy metal	lead
400	PROVERBS	According to Harry Truman, what you should do "if you can't stand the heat\"	get out of the kitchen
600	PROVERBS	It's better "than not to have loved at all\"	to have loved and lost
800	PROVERBS	Lord Acton said it "tends to corrupt\"	(absolute) power
1000	PROVERBS	Santayana said, "Those who cannot remember the past are condemned to" do this	repeat history
200	WORLD WAR I	\"Lafayette, we are here", referred to Americans landing in this country	France
400	WORLD WAR I	This exotic-dancer-turned-spy was executed by the French in 1917	Mata Hari
1000	WORLD WAR I	The German U-boats were this type of craft	submarine
800	WORLD WAR I	Early leadership of an all-black regiment earned him nickname "Black Jack\"	John J. Pershing
1000	WORLD WAR I	French reinforcements came to Battle of the Marne using this form of transport	taxis (taxicabs of Paris)
200	SPORTS	American golfers claim they hit 111 of them each day	holes-in-one
400	SPORTS	Earl Anthony & Don Carter are kingpins in this sport	bowling
600	SPORTS	Didn't float like a butterfly or sting like a bee, but he knocked out his teeth & Muhammad Ali	Leon Spinks
800	SPORTS	Originally "mintonette", it was first played with a basketball & a rope stretched across court	volleyball
1000	SPORTS	Didn't drink, smoke, or "lift anything heavy" and played hockey until 50	Gordie Howe
800	TRIVIA	Nursery rhyme that can be played on touch-tone phone by dialing 3212, 333, 222, 333	\"Mary Had a Little Lamb\"
3000	TRIVIA	When spelling numbers, lowest one to contain the letter "B\"	billion
0	WORLD CITIES	It's the most populous city in the Western Hemisphere	Mexico City
100	BRIDGES	You can't sell Lake Havasu the Brooklyn Bridge; it already bought this one	London Bridge
200	BRIDGES	Marin County's chief commuter route to S.F.	Golden Gate Bridge
300	BRIDGES	Colloquial name of the Queensborough Bridge & real name of the song "Feeling Groovy\"	59th Street Bridge
100	SINGERS & DANCERS	He spiced up his dance steps with "Ginger\"	Fred Astaire
200	SINGERS & DANCERS	\"The King of Rock 'N' Roll\"	Elvis Presley
300	SINGERS & DANCERS	To their cheering fans, "V" is for "Victory Tour\"	The Jacksons
400	SINGERS & DANCERS	She took over for Anne Bancroft, who was originally cast to play Fanny Brice	Barbra Streisand
500	SINGERS & DANCERS	He danced with Dorothy in Oz but was "Once in Love with Amy\"	Ray Bolger
100	\"FRIDAYS\"	Daniel Defoe's 2 men alone on an island	Robinson Crusoe & Friday
200	\"FRIDAYS\"	The anniversary of the crucifixion	Good Friday
300	\"FRIDAYS\"	He always asked for "Just the facts, Ma'am\"	Sgt. Joe Friday
400	\"FRIDAYS\"	Mad killer Jason finally gets his in this film's final chapter	Friday the 13th
500	\"FRIDAYS\"	\'78 disco film which featured Donna Summer	Thank God It's Friday
100	1959	With this musical premiere, "The Hills Came Alive\"	The Sound of Music
200	1959	Who Eddie left to marry Liz	Debbie Reynolds
300	1959	Shoe-pounding leader scandalized by high kicks in "Can-Can\"	(Nikita) Khrushchev
400	1959	Uris #1 best-seller about Jewish refugees in emerging Israel	Exodus
500	1959	Became 1st major American city with a black majority	Washington, DC
100	HOLIDAYS	\"The Wearing of the Green" on March 17th	St. Patrick's Day
200	HOLIDAYS	In Canada, it's the 2nd Monday in October; in U.S., the 4th Thursday in November	Thanksgiving Day
300	HOLIDAYS	In '82, Americans bought over 1 billion of these cards with heart	St. Valentine's Day
400	HOLIDAYS	This English holiday has masked children begging "A penny for the guy\"	Guy Fawkes Day
500	HOLIDAYS	Celebration of the Jewish victory over the Syrians in 165 B.C.	Hanukkah
100	CARTOONS	Bullwinkle's "arch" enemy with a name derived from Russian czar, Boris Godunov	Boris Badenov
200	CARTOONS	With 99 men & only 1 girl, no wonder they're blue every Saturday morning	the Smurfs
2000	CARTOONS	This sound is his trademark:	Woody Woodpecker
200	VICE-PRESIDENTS	1st woman nominated as V.P. by a major political party	Geraldine Ferraro
400	VICE-PRESIDENTS	Though V.P. & president, he was never elected to either post	Gerald Ford
600	VICE-PRESIDENTS	He was the 1st vice-president	John Adams
3500	VICE-PRESIDENTS	Last to serve 2 complete terms	Richard Nixon
1000	VICE-PRESIDENTS	V.P. who also served as ambassador to U.N. & director of the C.I.A.	George Bush
800	ASTROLOGY	Sign that shares name with Hitchcock film & torrid "tropic\"	Capricorn
1000	ASTROLOGY	Only soldier given full-time duty as astrologer during WWII	Sydney Omarr
